"","X","faceRectangle.top","faceRectangle.left","faceRectangle.width","faceRectangle.height","faceAttributes.glasses","faceAttributes.blur.blurLevel","faceAttributes.blur.value","faceAttributes.headPose.roll","faceAttributes.headPose.yaw","faceAttributes.emotion.contempt","faceAttributes.emotion.surprise","faceAttributes.emotion.happiness","faceAttributes.emotion.neutral","faceAttributes.emotion.sadness","faceAttributes.emotion.disgust","faceAttributes.emotion.anger","faceAttributes.emotion.fear","faceAttributes.occlusion.eyeOccluded","faceAttributes.occlusion.mouthOccluded","faceAttributes.occlusion.foreheadOccluded","faceAttributes.noise.noiseLevel","faceAttributes.noise.value","faceLandmarks.pupilLeft.x","faceLandmarks.pupilLeft.y","faceLandmarks.eyebrowLeftInner.x","faceLandmarks.eyebrowLeftInner.y","faceLandmarks.eyeLeftOuter.x","faceLandmarks.eyeLeftOuter.y","faceLandmarks.eyeLeftBottom.x","faceLandmarks.eyeLeftBottom.y","faceLandmarks.eyeRightOuter.x","faceLandmarks.eyeRightOuter.y","faceLandmarks.mouthRight.x","faceLandmarks.mouthRight.y","faceLandmarks.eyebrowRightOuter.x","faceLandmarks.eyebrowRightOuter.y","faceLandmarks.noseTip.x","faceLandmarks.noseTip.y","faceLandmarks.pupilRight.x","faceLandmarks.pupilRight.y","faceLandmarks.noseRootRight.x","faceLandmarks.noseRootRight.y","faceLandmarks.noseRightAlarTop.x","faceLandmarks.noseRightAlarTop.y","faceLandmarks.eyeRightTop.x","faceLandmarks.eyeRightTop.y","faceLandmarks.eyeRightBottom.x","faceLandmarks.eyeRightBottom.y","faceLandmarks.noseRootLeft.x","faceLandmarks.noseRootLeft.y","faceLandmarks.mouthLeft.x","faceLandmarks.mouthLeft.y","faceLandmarks.underLipTop.x","faceLandmarks.underLipTop.y","faceLandmarks.eyebrowRightInner.x","faceLandmarks.eyebrowRightInner.y","faceLandmarks.noseLeftAlarTop.x","faceLandmarks.noseLeftAlarTop.y","faceLandmarks.upperLipTop.x","faceLandmarks.upperLipTop.y","faceLandmarks.eyeLeftInner.x","faceLandmarks.eyeLeftInner.y","faceLandmarks.upperLipBottom.x","faceLandmarks.upperLipBottom.y","faceLandmarks.eyeRightInner.x","faceLandmarks.eyeRightInner.y","faceLandmarks.underLipBottom.x","faceLandmarks.underLipBottom.y","faceLandmarks.noseLeftAlarOutTip.x","faceLandmarks.noseLeftAlarOutTip.y","faceLandmarks.eyebrowLeftOuter.x","faceLandmarks.eyebrowLeftOuter.y","faceLandmarks.eyeLeftTop.x","faceLandmarks.eyeLeftTop.y","faceLandmarks.noseRightAlarOutTip.x","faceLandmarks.noseRightAlarOutTip.y","black","blond","brown","gray","other","red","impression","glasses","blurLevel","eyeOccluded","mouthOccluded","foreheadOccluded","noiseLevel"
"284",284,10,85,134,134,"NoGlasses","low",0.1,0.1,1.7,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0.18,121.5,48,138.2,36.6,112,48.5,121.4,51.9,194,47.8,183.4,105,208.6,37.3,154.2,88.7,183,47.6,161.4,51.7,166.1,75,183,44.5,183.4,51.6,144,51.8,118.3,104.2,151.5,118.8,165.8,36.6,140,74.7,152,103.6,131.3,49.9,151.5,107.3,173.3,48.9,151.5,126.2,131.6,85.8,94.9,39.2,122,45.2,173.8,86.6,1,0.02,0.49,0.23,0.66,0.08,1,0,1,0,0,0,1
"1115",1115,137,56,202,202,"NoGlasses","low",0,-2.3,3.5,0.002,0,0,0.966,0.025,0,0.006,0,FALSE,FALSE,FALSE,"low",0,111.2,194,143.1,174.6,98,196.5,112,201.5,212.6,192.3,195.4,288.9,239.2,173.4,159.2,235.5,197.9,191,167.4,194.2,173.8,226,198.8,186.3,199.3,198,140.8,194.9,121.1,292.2,159.5,292,174.1,172.2,139.8,226.6,160.6,280.1,127.3,195.2,161.1,288.8,183.5,192.5,158.5,301.8,130.6,245.6,67.9,182,110.9,188,184.1,242.9,0.96,0.04,1,0.03,0.16,0.08,0,0,1,0,0,0,1
"1479",1479,114,264,162,162,"NoGlasses","low",0.05,-4.4,-4,0.001,0.005,0.126,0.735,0.039,0.005,0.082,0.008,FALSE,FALSE,FALSE,"low",0,308.1,155.4,324.2,144.7,297.9,156.5,307.6,161.8,384.2,153.7,377.9,230.5,399,138.5,345.1,209.8,375.4,152.6,352.1,159,358.1,192.4,373.4,150.5,374.6,160.1,334.6,160.4,322,237.7,351.5,245,353.2,146.2,330,194.2,349.2,229.1,318.5,159.2,349.8,236,365.1,156.3,353,255.6,327.1,209.1,283.6,139.3,307.3,151.5,365.4,206.3,1,0.02,0.24,0.03,0.9,0.12,0,0,1,0,0,0,1
"1446",1446,240,216,96,96,"NoGlasses","low",0.01,-8.8,-4,0.01,0.002,0.761,0.222,0.006,0,0,0,FALSE,FALSE,FALSE,"low",0.16,241,269.2,249.5,253.8,235.7,270.7,241.3,272,285.8,263.6,287.9,307.6,293.1,249,263.2,289.8,279.8,263.3,267.3,266.9,270.9,280.9,279.6,260.9,280.2,266.5,256.2,268.4,248.5,314.7,268.4,314.5,269.7,250,255.3,283.2,266.3,308.5,247.1,269.1,267.1,312,273.8,265.6,269.3,318.7,250.9,295,223.7,260.1,241,266.8,277.6,290.6,0.99,0.03,0.99,0.11,0.18,0.07,0,0,1,0,0,0,1
"118",118,114,121,177,177,"NoGlasses","low",0,-3.9,-0.8,0,0.001,0.096,0.83,0.071,0,0.001,0,FALSE,FALSE,FALSE,"low",0,166.4,165.4,191.4,148.7,153.4,168.3,167.5,171.8,263.5,162.4,255.3,235.4,280.4,144.5,208.3,217.6,246.5,160.3,219.8,170.2,229.4,201.7,249.5,156.5,249.7,166.8,196,172.2,172.3,243.2,212.9,259,227,141.4,191.3,203.9,213,237.3,180.8,169.1,213.7,243.5,236.8,165.7,214.6,270,183.8,218.9,129.3,158.3,167.3,161.7,237,214,0.95,0.05,1,0.03,0.19,0.05,1,0,1,0,0,0,1
"214",214,193,149,213,213,"NoGlasses","low",0,-0.1,-2,0,0.003,0.153,0.041,0.758,0.002,0.043,0,FALSE,FALSE,FALSE,"high",0.77,206,250.6,233.7,226.4,191.2,250.5,206.3,258.8,321.1,248.2,299.5,347.5,347.8,225.5,255.1,310.5,302.8,250.2,266.3,256.1,272.8,295.3,303,243,305.7,258,241.9,255.3,212.2,346.6,256.4,355.4,281.5,225.2,235.8,296.7,256.1,346.2,222.2,254.1,255.9,352.8,288.9,253.4,255.6,364.2,229.3,315.4,168.3,225.5,207.5,244.5,284.7,313.7,1,0.01,0.77,0.05,0.83,0.07,1,0,1,0,0,0,3
"770",770,104,204,98,98,"NoGlasses","medium",0.43,-0.5,-2.7,0,0.001,0.035,0.952,0.01,0,0.001,0,FALSE,FALSE,FALSE,"low",0,230.5,131.7,245,120,222.7,132.2,229.6,134.2,282.8,131.2,275.9,173.9,297.5,119.9,251.6,156.9,275.3,130.7,258.7,133.7,261.4,149.1,275.2,128.5,276.4,133,245.5,133.8,231.9,174.6,253,184.2,263,119.1,243.8,149.1,252.4,169.5,236.9,132.9,252.7,173.2,268.3,132.6,253.5,189.1,238.4,157.9,209.7,121.6,229.8,129.5,267,156.9,0.83,0.06,1,0.04,0.31,0.11,1,0,2,0,0,0,1
"528",528,95,85,164,165,"NoGlasses","low",0,-14.4,24.7,0.001,0.015,0.144,0.354,0.425,0.004,0.045,0.013,FALSE,FALSE,FALSE,"low",0.13,121.4,147.6,149.6,131.7,112.7,150.6,123.2,152.9,202.8,133.7,204.1,212.4,209.8,110.5,182.6,176.7,189,134.2,173.5,140.4,187.5,163.1,191.6,130.7,192.1,138.4,153.7,144.2,143.4,224.8,183.6,226.6,175,128,159.9,170.2,180.9,205.3,134.2,147.9,181.4,211.6,181.8,138.5,185.9,239.5,152.1,185.5,91.2,136.4,123,144.8,196.6,177.1,0.49,0.23,1,0.02,0.72,0.09,1,0,1,0,0,0,1
"655",655,135,160,171,171,"NoGlasses","low",0.18,-1.4,2.3,0,0,0.998,0.002,0,0,0,0,FALSE,FALSE,TRUE,"low",0.18,203,185.1,227.9,166.6,191.6,187.7,204.4,190,298,187.7,281.7,260.9,319.3,173.4,250.3,221.3,283.8,184.7,257.5,188.3,266.2,210.9,287.7,182,287.2,189.8,237.1,188.7,208.5,260,248.3,263.6,263.7,167.7,230.2,210.6,251.3,249.6,216.7,187.2,250.8,255,274.7,187.5,248.6,269.6,220.7,226.9,166.3,174.6,204.5,182.2,276.3,226.8,0,0,0,0,0,0,1,0,1,0,0,1,1
"1121",1121,115,217,54,54,"NoGlasses","medium",0.67,5.1,-8.7,0.002,0.015,0.319,0.484,0.155,0.004,0.007,0.015,FALSE,FALSE,FALSE,"high",0.72,233,130,239.2,126.9,229.8,129.9,233,131.1,260.8,132.4,256.6,154.7,266.6,128.2,242.2,145,257,131.6,248,132,248.2,140,256.9,130.4,256.6,132.6,241,131.6,230,153.3,241.6,156.8,248.3,127.6,238.3,139.1,242.1,152.8,237.1,130.7,241.9,154.7,253.2,131.4,241.4,159.8,234.6,143.3,225,125.7,233.5,128.7,251.7,144.3,0.79,0.08,0.84,0.87,0.21,0.26,0,0,2,0,0,0,3
"97",97,108,108,258,258,"NoGlasses","low",0,-0.9,-2.6,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0.03,177.9,181.3,204.8,149.4,158.6,183.2,177,187.6,317.9,176.5,297.9,287.2,345.5,147.3,238.6,259.3,296.8,177.7,255.8,185.9,269.1,232.2,298.8,170.3,300.8,183.6,218.8,186.7,173.1,290.1,238,315.7,266.2,151.8,207.3,232.5,239.4,293,194.5,185.6,239.5,301.3,281.4,182.4,238.4,328.3,193.6,253.5,128.7,156.7,176.9,175.3,283.7,254.4,1,0.03,0.24,0.06,0.52,0.16,1,0,1,0,0,0,1
"365",365,103,83,97,97,"NoGlasses","low",0,-18.3,6.8,0.301,0.003,0.507,0.188,0,0,0,0,FALSE,FALSE,FALSE,"low",0,107.1,136,110.4,126.1,94.2,140.4,102.9,142.4,150.1,122.6,153.6,168.9,153.8,106.3,133.5,156.2,147.9,123.1,130.1,132.5,137.8,147,141.9,120.7,145.8,128.5,116.5,136.8,116.8,180.3,138.4,178.8,131.5,120.2,120.5,153.6,136.7,172.1,110.4,136.9,138.2,176.8,136.4,129.2,140.7,185.7,121,162.8,80.1,130.5,100.8,133.6,144.3,153.7,1,0.02,0.75,0.06,0.63,0.33,1,0,1,0,0,0,1
"808",808,94,405,74,74,"NoGlasses","medium",0.29,1.8,-6.1,0,0.003,0.05,0.864,0.075,0.001,0.002,0.005,FALSE,FALSE,FALSE,"low",0,425,114.5,433.8,107.9,419.6,114.5,424.8,115.4,463.6,116.7,459.7,147.3,470.7,111,439.2,134.7,458.6,115.4,446.7,116.6,447.5,128.5,458.9,114,458.4,116.7,435.8,116.3,425,146.4,440.4,154.4,449.7,107.9,432.6,128,440.8,145.4,429.9,114.9,440.6,147.8,453.4,115.7,439.7,158.8,427.8,133.4,413.6,108.7,424.8,112.8,452.9,133.8,1,0.04,0.33,0.05,0.53,0.11,1,0,2,0,0,0,1
"923",923,55,254,130,130,"NoGlasses","low",0.09,-4.5,0.3,0.049,0,0,0.561,0.357,0.007,0.025,0,FALSE,FALSE,FALSE,"low",0,287.8,92.1,305.3,77.7,277.6,93.4,286.8,94.8,355,86.8,343.1,152,364.2,73.2,317.5,117.4,346.8,88.3,323.7,90,327.6,109.5,346.9,85.4,346.8,90.8,306.3,91.9,299.8,154,319.4,151.5,325,74.8,305,113.1,320.4,142.5,295.7,91.4,320.4,148.1,336.8,87.7,320.3,158.9,302.4,123,259.9,82.5,285.9,89.4,334.2,120.7,0,0,0,0,0,0,0,0,1,0,0,0,1
"241",241,94,199,187,187,"NoGlasses","low",0,-2.5,6.2,0.001,0.002,0,0.953,0.043,0,0,0.001,FALSE,FALSE,FALSE,"low",0,247.9,143.5,278,121.3,236.8,146.5,249.1,150.5,345.9,142.4,325.8,232.3,363.6,121.9,296.3,192.2,331,142.1,304.7,146.1,312.9,178.5,332.4,137.9,333.1,146.9,282.9,146.8,263.4,236,298.2,236.3,308.8,122,277.5,179.5,296.2,224.9,261.4,145.6,297.4,230.9,320.8,144.8,298.6,247.3,268.9,200.5,218.3,126,249,140.1,318.4,198.2,1,0.01,0.9,0.03,0.71,0.15,1,0,1,0,0,0,1
"822",822,77,341,80,80,"NoGlasses","low",0,16.4,-12.7,0.004,0.001,0.136,0.704,0.121,0.002,0.031,0,FALSE,FALSE,FALSE,"medium",0.37,371.1,94.4,379.4,86.1,366.6,93.1,370.6,95.7,407,105.3,392.6,141.2,418.3,99.7,376.9,119.5,401.5,103.1,389.3,101.6,386.5,114.5,402.1,102.3,401.8,104.8,379.9,99.1,362.6,133.6,372.9,146,394.5,91.7,373.2,111.9,376,131.1,375,96.4,375.6,134.2,396.5,102.6,371.9,150.6,368.4,117.1,362.5,82.1,371.7,93.5,389.8,122,1,0.05,0.12,0.05,0.66,0.17,1,0,1,0,0,0,2
"182",182,156,153,158,158,"NoGlasses","medium",0.33,2.9,-5.6,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"medium",0.33,200.3,200.1,218.1,185.4,189.5,201.3,200.3,202.8,280.1,206.2,269.4,272.8,301.6,195.7,230.9,238,267.2,203,244,205.8,249.2,230.7,268.5,200.6,267.8,207.2,223.2,205.2,192.7,269.8,231.6,275.4,251.4,185.7,216.4,229.4,231.8,265,209.8,202.1,231.6,272,257.1,205,231.5,285.2,206.3,244,174,187.4,200.4,196.9,256.7,244.3,0.91,0.03,1,0.16,0.19,0.07,1,0,2,0,0,0,2
"644",644,96,189,121,121,"NoGlasses","low",0.03,5.6,-10.1,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0,224.1,126.6,238.4,114.8,214.7,126.7,223.2,130.7,289,133.8,277.3,182.7,300.6,121.1,243.7,167.2,278.3,130.9,258.2,133.7,259.3,156.7,279.5,127.1,278.7,135.4,243.2,132.6,221.2,179.7,244.3,190.4,263.2,117.4,235.8,154.1,244.9,180.2,232.5,129.6,244.7,183.8,269.5,132.3,244,197,227.6,163.4,209.3,112.4,224.8,122.7,265.8,167.3,0.9,0.03,1,0.02,0.81,0.07,1,0,1,0,0,0,1
"1022",1022,62,229,89,89,"NoGlasses","medium",0.56,-20.4,7.5,0,0.001,0.545,0.425,0.002,0.001,0.026,0,FALSE,FALSE,FALSE,"medium",0.41,251,91.5,255.9,79.6,243.5,96.6,249.9,94.9,288.7,82,294.7,125.4,292.2,71.3,274.6,103.1,284.6,81.2,272,88,278.6,98.7,282.4,80,283.7,84.1,262.2,91.2,265,134.4,281.3,128.7,270,74.2,264.3,102.9,279.3,120.1,255,92.2,280.6,125.1,277.8,84.6,283.8,134.7,263.5,114.3,232.8,93.3,248.5,91,286.2,106.8,0.91,0.28,0.99,0.13,0.06,0.21,0,0,2,0,0,0,2
"1509",1509,105,53,188,188,"NoGlasses","medium",0.26,-2.2,1.1,0.001,0,0.034,0.965,0,0,0,0,FALSE,FALSE,FALSE,"medium",0.58,105.5,157.5,126,139.3,91.9,162.4,105.2,163.7,198.5,158.3,183.4,248.9,221.3,148.4,149.6,195.4,185.3,155.5,160.6,160.3,166.3,188.5,186.2,152.1,186.3,162,133.5,160.9,113.9,247.4,151.3,246.5,162.8,137.1,129.7,187.8,148.8,233.8,118.3,159.8,149.2,242.2,173.3,157.7,153.6,258.3,122,203.7,69.2,150.1,105.4,155.1,174,203.4,0.99,0.05,0.7,0.77,0.36,0.05,0,0,2,0,0,0,2
"895",895,37,149,77,77,"NoGlasses","medium",0.38,0.5,2.4,0.002,0.301,0,0.408,0.013,0.074,0.202,0.001,FALSE,FALSE,FALSE,"low",0,170.5,59.1,184.4,50.2,165,59.6,170.8,60.8,212,59.2,202,94.8,218.7,50.7,188.3,73.3,205.4,58.7,193.1,59.3,195.7,69.7,206.9,57,206.8,60.4,184.6,59.2,172.9,95.8,188,96.3,195,50.3,180.5,69.7,186.9,88,176.5,59,186.9,92.4,200.4,59.1,188.7,102.2,176.9,76.3,158.1,52.4,170.6,57.2,199.7,77,0.49,0.52,0.95,0.68,0.12,0.14,0,0,2,0,0,0,1
"1009",1009,69,26,106,106,"NoGlasses","low",0.25,-10.9,-19.3,0,0.002,0.114,0.845,0.024,0,0.015,0,FALSE,FALSE,FALSE,"low",0.25,54.6,99.8,57,88.3,46,102.7,52.3,103.2,101.6,92.6,106.4,143.5,109.5,78.7,72.7,126.7,95.4,92.4,77.5,98.2,84.6,116.5,94.5,91.6,94.9,95.2,66.1,100.7,66.1,150.7,83.6,152.3,79.2,83.9,66.1,120.2,80.7,144.1,57.6,100.5,81.6,147.3,87.7,95.2,85.2,158.3,62.3,130.6,36.1,93,51.6,99.2,91,125.4,0.99,0.06,0.99,0.1,0.15,0.07,0,0,1,0,0,0,1
"668",668,79,119,89,89,"ReadingGlasses","low",0.13,1.3,-2.2,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0,144.2,102.7,153.8,91.7,138.9,103.1,144,103.9,187.4,104.8,182.2,144.9,197.9,97.9,162,126.9,182.4,104.4,168.9,105.2,172.2,117.3,181.8,103.1,182,105.4,157,104.7,144.2,143.9,163.1,149.4,170.3,94.2,152.8,117.9,163,139.8,149.6,103.5,162.8,143.8,176.4,104.6,162.4,156,147.4,126,128.7,92.3,143.9,101.6,177.7,126.2,1,0.03,0.13,0.18,0.53,0.16,1,1,1,0,0,0,1
"512",512,20,6,174,174,"NoGlasses","low",0,11.9,-10.1,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"medium",0.42,62.2,59.9,83.5,52.4,47.8,58.4,58.3,65.2,155.3,81.9,125.2,149.5,180.2,65.5,81.1,122.5,143.6,77.4,108.6,77.9,107.7,109,142.9,72.6,142.7,83.5,84.8,73.3,50.8,136.5,79.8,165,116.5,60.7,71.2,100.5,84,142.6,71.9,66.2,82.6,148.1,129.3,78.9,77.6,176,60.4,113,26.6,38.3,61.3,55.3,113.4,124.5,0.93,0.05,1,0.02,0.33,0.07,1,0,1,0,0,0,2
"95",95,92,189,97,97,"NoGlasses","low",0.01,-2.8,-4.4,0,0,0.987,0.013,0,0,0,0,FALSE,FALSE,FALSE,"low",0,215.5,118.8,226.1,105.7,208.9,119.7,215.5,121.2,265.1,117.8,258.4,163,277.6,106.7,236.5,143.9,257.4,117.2,242.2,119.2,247.9,135.9,257.9,115.7,258.6,119.4,229.9,119.9,220.2,164.5,239.2,165.5,244.9,105.7,227.7,137.2,239,158.3,222,119.7,239.4,163.1,251.4,118.9,239.5,171,222.7,145.3,194.4,110.1,215.5,116.8,252.4,142.8,1,0.22,0.34,0.15,0.44,0.13,1,0,1,0,0,0,1
"1554",1554,80,224,138,138,"NoGlasses","medium",0.32,-3.8,-18.3,0.002,0.132,0,0.502,0.311,0.016,0.003,0.035,FALSE,FALSE,FALSE,"medium",0.39,265.1,120.9,280.4,105.4,256,124.2,264.3,126.4,331.8,114.4,321.8,182.8,344.9,103,285.3,146.7,322.1,114.2,297.3,119.1,301,138.2,321.5,111.2,322.9,119.6,281.8,121,273.4,189.1,294.4,191.1,296.9,102.3,277.2,139.9,292.8,168.8,273.7,121.8,293.9,176.2,312.4,117.3,296.5,200.4,271.3,152.9,242.9,111.8,262.5,117.7,310.8,149.3,1,0.06,0.14,0.26,0.88,0.08,0,0,2,0,0,0,2
"1093",1093,67,81,89,89,"ReadingGlasses","low",0.15,-2.1,-3.3,0,0.004,0.103,0.851,0.034,0.001,0.005,0,FALSE,FALSE,FALSE,"low",0,105.7,91.4,117,82.6,99.1,92.3,105.3,94.1,150.7,90.6,142.9,133,158.2,78.4,125.7,113.3,143.5,91.2,130.9,92,134.2,106.2,143.4,88.9,143.9,93.3,118.3,92.6,107.8,134.2,126.3,137.6,133.2,81.7,115.3,107,126.2,128.9,111.5,91.5,126.4,133.6,136.8,91.3,126.8,143.4,110.2,116,88.3,82.7,105.5,90.1,140.1,113.6,1,0.01,0.41,0.1,0.51,0.14,0,1,1,0,0,0,1
"801",801,90,262,246,246,"NoGlasses","low",0.24,-10.5,6.5,0,0.001,0.137,0.837,0.018,0,0.006,0,FALSE,FALSE,FALSE,"low",0.04,319.8,170.5,342.9,138.1,304.7,174.8,322.9,178.2,447.6,151.6,453.3,255.1,470.1,118.1,397,226.7,427.4,153.8,392.2,168.5,411.2,204.2,428.9,147.8,434.1,162.3,367.8,173.1,329.5,274.8,400.6,278.2,402.2,129.8,368.2,213.5,400.4,265.5,341.4,172,401.4,274.6,414.5,161.4,402.4,293,355.4,237.2,270,152.6,322.2,164,430,223.2,0.98,0.02,1,0.04,0.53,0.09,1,0,1,0,0,0,1
"906",906,338,745,321,321,"NoGlasses","low",0,-0.5,-2.6,0.004,0.001,0,0.977,0.003,0,0.016,0,FALSE,FALSE,FALSE,"low",0,833.1,424,874.2,392.2,810.6,427,834.9,438.2,1000.5,422.8,966.1,578.3,1034,393.4,902,509.2,972.9,419,925.2,432.3,930.9,487.5,974.4,412.6,978.1,436.1,889.8,431.7,856.3,579.6,908.6,582.4,943.5,386.9,880.9,487.4,905.4,566.1,859.7,429.1,907.5,576.8,950.9,427,908.5,597.9,862.3,514.9,792.2,395.2,834.9,415.9,945,513.9,0.78,0.09,1,0.07,0.18,0.26,0,0,1,0,0,0,1
"1337",1337,84,168,159,159,"ReadingGlasses","low",0,-9.6,11.4,0,0,0.605,0.364,0.027,0,0.003,0,FALSE,FALSE,FALSE,"low",0,210.2,129.3,225.7,113.8,197.6,133.4,209.2,137.1,281,119.8,279.1,198.9,294.2,106.1,254.4,169.4,272.7,119.3,253.7,129.9,262.6,154.2,271.2,115.2,274,127.1,235.5,132.9,221.7,206.8,256.9,208.7,255.2,110.1,235.6,159.9,253.7,191.8,219.8,132,254.6,199,262.2,125,258.8,219.1,230.8,172.3,179.2,122.3,207.9,125.3,269.8,167.1,0,0,0,0,0,0,0,1,1,0,0,0,1
"532",532,147,133,188,188,"NoGlasses","low",0.2,13.7,-2.2,0,0.001,0.017,0.52,0.455,0,0.005,0.001,FALSE,FALSE,FALSE,"low",0.14,193.3,193.5,216.7,187.3,180.8,191.9,193.1,197.3,296,216.8,260.7,289.2,316.9,211.3,222.7,246.5,282.4,212.9,250.8,208.5,247.3,234.7,285.3,210.1,282,217,224.1,203.7,175.6,272.2,213.9,296.3,258.4,197.2,209.6,227.1,219.1,271.1,207.4,197.4,218.7,275.5,270.4,210.7,211.8,304.6,197.4,238.6,160.8,176.9,193.5,190.7,251.8,250.4,0.38,0.99,0.44,0.21,0.1,0.43,1,0,1,0,0,0,1
"1505",1505,141,40,240,240,"NoGlasses","medium",0.46,-4.1,-3.6,0.009,0,0.16,0.755,0.068,0.001,0.006,0,FALSE,FALSE,FALSE,"low",0.18,104.6,205.5,124.9,184.2,90.9,206.1,103.6,211.2,221.8,201.5,211.9,314,238.7,177,158.8,273.6,204,201.4,169.7,209.7,180,245.8,204.9,194.4,206.4,207.9,139,210.5,120.6,323.3,164.7,323.6,179.3,182.6,132.4,248.2,165.8,312.4,118.1,207.8,166.5,320.3,189.9,203.6,165.5,334.6,123.4,271.7,71.2,185.9,104.1,199.2,193.6,265.2,0.32,0.19,0.27,0.99,0.52,0.15,0,0,2,0,0,0,1
"1252",1252,79,336,195,195,"NoGlasses","high",0.77,-0.9,-16.4,0,0.014,0.467,0.466,0.038,0.001,0.013,0.001,FALSE,FALSE,FALSE,"low",0,394.7,129.9,412.4,110.4,383.5,130.6,395,135.5,484.6,128.8,476.1,225.9,506.7,109.7,424.9,178.8,470,128.9,440.5,132.8,445.7,164,470.6,123.6,472.2,135.5,420.8,132.8,404,228.9,435,229.2,442.5,107.9,411.1,164.4,432,217.1,406.6,130.7,432.7,222.7,458,131.2,434.9,239.2,402.4,182.6,370.5,109.6,394.5,123.6,457.4,181.1,0.99,0.07,0.99,0.03,0.31,0.06,0,0,3,0,0,0,1
"909",909,41,104,75,75,"NoGlasses","low",0,-15,24.7,0,0.008,0.512,0.398,0.054,0.002,0.025,0.001,FALSE,FALSE,FALSE,"low",0,121.2,64,131.1,57.8,115.6,65.6,121.5,67.1,156.6,57.7,157.4,95.4,161.4,49,148,79.7,150.8,58.4,145.6,61.8,150.7,72.7,151.1,56.3,152.2,60.6,134.8,63.9,132.6,100.3,148.6,97.7,144.9,53.7,136.4,76.5,147.5,91,127.2,64.5,147.7,94.5,147,60.1,149.9,103.2,132.9,84.3,102.6,59.9,120.7,61.8,155.3,78.7,0.71,0.27,1,0.02,0.39,0.09,0,0,1,0,0,0,1
"1260",1260,63,127,145,145,"NoGlasses","low",0.11,6.2,-23.4,0.008,0.007,0.003,0.928,0.02,0.015,0.019,0,FALSE,FALSE,FALSE,"medium",0.4,175.7,99.4,188,84.2,167.7,100.7,176.8,106.1,242.2,104.6,222.6,179.5,259.4,91.2,192.2,131.2,231,102,209.9,103,210.1,125.2,232,98.7,231.8,107.9,194.1,100.9,176.9,173.7,192.1,178.6,217.6,83.3,185,121.2,193.9,157.9,187.1,101.5,193.6,166.7,222.9,102,191.6,186.9,177,136.2,158.7,82.3,177.1,95.9,216.2,140.1,0,0,0,0,0,0,0,0,1,0,0,0,2
"186",186,162,236,262,262,"NoGlasses","low",0,-0.6,25.9,0.003,0,0.992,0.003,0.001,0,0,0,FALSE,FALSE,FALSE,"low",0,306.7,227.7,358.2,196.7,287.7,227.6,311.3,236.9,442,233.6,407.3,361,466.1,194.2,392.2,302.5,418,232.5,394.2,235,402.5,276.1,423.5,223.1,423.6,242,358.1,234.9,312.9,355.5,375.7,377.1,398.4,203.4,355.4,279.6,381.8,344,336.5,231.5,379.4,356.9,404.6,236.3,373.8,397.5,341.5,306,255.4,194.5,313.8,219.4,414,303.9,1,0.04,0.99,0.02,0.74,0.01,1,0,1,0,0,0,1
"92",92,73,247,72,72,"NoGlasses","low",0.16,8.9,-20.3,0.016,0.044,0.13,0.405,0.197,0.03,0.146,0.032,FALSE,FALSE,FALSE,"low",0.19,272.3,91,276,80,265.2,89.7,270,93,306.8,94.5,297.5,127.3,316.3,85.6,276.9,112.4,302.1,93.8,287.3,94.3,286.5,108.9,301.1,91.2,300.3,96.1,278.7,93,266.9,124,278.2,128.1,291.7,81.5,274.2,106.7,277.5,124.1,276.2,92.5,277,127.8,293.9,94,277.7,133.1,270.2,112.9,259,78.6,271.1,87.7,288.3,116.1,0.99,0.02,0.99,0.03,0.66,0.04,1,0,1,0,0,0,1
"539",539,59,52,105,105,"NoGlasses","medium",0.43,-5,-4,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"medium",0.35,80.2,89.4,88.9,83,72.4,91.2,79.7,92.1,131.1,87.6,128.8,134.3,140.6,80.2,104.6,116.4,123.3,86.2,108.2,90,113.5,104.9,123.4,83.6,123.4,89.2,96,91.1,83,137.7,106.1,139.3,111.6,81.1,92.7,106.9,105.2,132.9,86.5,89.7,105.7,135.6,116,87.7,106.6,143.7,87.2,116.8,59.3,86.5,78.8,86.5,121.8,114.4,0.98,0.05,0.86,0.65,0.25,0.1,1,0,2,0,0,0,2
"1360",1360,96,41,179,179,"NoGlasses","low",0.13,-3.4,-1.3,0,0.003,0.067,0.831,0.095,0,0.001,0.002,FALSE,FALSE,FALSE,"medium",0.32,89.9,144.6,107.3,126,77,146.3,88.5,151.2,178.3,140.9,167.6,226.6,197.7,127.2,128.7,194.2,167.3,140.9,138.9,147.4,146.2,177.3,165.1,136.8,166.6,146.3,116.3,148.7,99.9,229,132,232.1,148.4,123.4,112.3,177.2,133,224.4,100.7,147.1,133.2,231,153.2,143.8,132.3,242.7,104.9,194.2,50.8,137.7,88.9,140.1,155.9,194.9,0.63,0.44,0.84,0.51,0.43,0.15,0,0,1,0,0,0,2
